Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
Eclipse,['Stephenie Meyer'],ePUB,11.99,11.99,0748112537,2009-02-26,"Little, Brown Book Group",672
The Fifth Elephant,['Terry Pratchett'],ePUB,15.99,15.99,1407035207,2008-09-04,Transworld,464
The Unmarried Mother,['Sheila Tofield'],ePUB,14.99,14.99,1405911352,2013-03-28,Penguin Books Ltd,240
Dani's Story,"['Diane Lierow', 'Bernie Lierow']",ePUB,14.99,14.99,0718158296,2011-09-29,Penguin Books Ltd,288
Cruel And Unusual,['Patricia Cornwell'],ePUB,11.99,11.99,0748109358,2008-09-04,"Little, Brown Book Group",448
Close Your Eyes,['Michael Robotham'],ePUB,9.99,9.99,1405530669,2015-08-06,"Little, Brown Book Group",400
Always Managing,['Harry Redknapp'],ePUB,18.99,18.99,1407060732,2013-10-10,Ebury Publishing,432
The Bracelet,['Fredrica Alleyn'],Paperback,32.99,26.95,0753541599,2013-04-15,RANDOM HOUSE UK,320
Tower Lord,['Anthony Ryan'],ePUB,12.99,12.99,1405525959,2014-07-03,"Little, Brown Book Group",624
The Traitor God,['Cameron Johnston'],Paperback,19.99,18.8,0857667804,2018-06-01,Watkins,400
Feet Of Clay,['Terry Pratchett'],ePUB,14.99,14.99,1407035029,2008-12-16,Transworld,416
Dead Until Dark : A True Blood Novel,['Charlaine Harris'],ePUB,11.99,11.99,0575089377,2010-02-25,Orion,352
Scaredy Cat,['Mark Billingham'],ePUB,11.99,11.99,0748109528,2008-09-04,"Little, Brown Book Group",480
Crucial Conversations,"['Kerry Patterson', 'Joseph Grenny', 'Ron McMillan', 'Al Switzler']",Paperback,52.25,52.25,0071771328,2011-09-16,McGraw Hill,272
Little Life,['Hanya Yanagihara'],E-Book,0,0,0385539266,2015-01-01,Knopf Doubleday Publishing Group,498
Margaret Thatcher,['Charles Moore'],ePUB,19.99,19.99,0241324750,2019-10-03,Penguin Books Ltd,880
The Break,['Marian Keyes'],ePUB,15.99,15.99,1405918772,2017-09-07,Penguin Books Ltd,400
Black Notice,['Patricia Cornwell'],Paperback,22.99,20.4,0751544833,2010-11-01,Little Brown,464
Enemy of Mine,['Brad Taylor'],ePUB,14.25,14.25,1101606606,2013-01-15,Penguin Publishing Group,400
Last Man Off,['Matt Lewis'],ePUB,16.99,16.99,0241967457,2014-07-10,Penguin Books Ltd,256
Dark Age,['Pierce Brown'],Hardcover,46.95,46.95,0425285944,2019-07-30,Del Rey Books,800
Three Daughters of Eve,['Elif Shafak'],ePUB,15.99,15.99,0241978874,2017-02-02,Penguin Books Ltd,368
A Narrow Margin of Error,['Faith Martin'],ePUB,5.49,4.5,0719811139,2013-07-30,Robert Hale,224
Book not found for ISBN 9780156033121,,,,,,,,
Iron Lake (20th Anniversary Edition),['William Kent Krueger'],ePUB,14.99,14.99,0671036904,2000-01-01,Atria Books,336
The Chessmen,['Peter May'],ePUB,12.99,12.99,0857382187,2012-11-19,Quercus,400
The Silk Merchant's Daughter,['Dinah Jefferies'],ePUB,15.99,15.99,0241975905,2016-02-25,Penguin Books Ltd,400
Book not found for ISBN 9780230763098,,,,,,,,
The Brightest Star in the Sky,['Marian Keyes'],ePUB,15.99,15.99,0141958308,2009-10-30,Penguin Books Ltd,640
Things Fall Apart,['Chinua Achebe'],ePUB,15.99,15.99,0141393963,2013-04-25,Penguin Books Ltd,176
A Christmas Carol,['Charles Dickens'],ePUB,8.55,7.99,0553897055,2002-11-26,Random House Publishing Group,
The Challenger Sale,"['Matthew Dixon', 'Brent Adamson']",ePUB,18.99,18.99,0670922862,2012-10-01,Penguin Books Ltd,240
Dottir,"['Katrin Davidsdottir', 'Rory McKernan']",ePUB,19.51,15.99,1250142652,2019-08-06,St. Martin's Publishing Group,
Book not found for ISBN 9780062358486,,,,,,,,
Berlin,['Antony Beevor'],ePUB,15.99,15.99,0141903023,2007-10-04,Penguin Books Ltd,528
The David Raker Collection Books 1-3,['Tim Weaver'],ePUB,19.99,19.99,1405917318,2013-09-26,Penguin Books Ltd,1142
Fool Moon : Dresden Files,['Jim Butcher'],ePUB,12.99,12.99,0748116079,2010-03-04,"Little, Brown Book Group",400
Lost Innocence,['Susan Lewis'],ePUB,15.99,15.99,1409064913,2010-04-01,Random House,656
The Water Dancer,['Ta-Nehisi Coates'],ePUB,16.99,16.99,0241982529,2019-09-26,Penguin Books Ltd,320
Triptych,['Karin Slaughter'],ePUB,15.99,15.99,1407008390,2008-09-04,Random House,528
Good As Dead,['Mark Billingham'],ePUB,12.99,12.99,0748120483,2011-08-18,"Little, Brown Book Group",352
The Hazel Wood,['Melissa Albert'],ePUB,12.99,12.99,0141388676,2018-02-08,Penguin Random House Children's UK,400
First Light,['Geoffrey Wellum'],ePUB,15.99,15.99,0241984335,2018-05-17,Penguin Books Ltd,352
Zero to One,"['Blake Masters', 'Peter Thiel']",ePUB,18.99,18.99,075355030X,2014-09-18,Ebury Publishing,224
Touching the Void,['Joe Simpson'],ePUB,9.48,9.48,0957519303,2013-01-03,DirectAuthors.com Ltd.,
The Woman Who Stole My Life,['Marian Keyes'],ePUB,15.99,15.99,0718179579,2014-11-06,Penguin Books Ltd,500
Book not found for ISBN 9780307422989,,,,,,,,
The Other People,['C. J. Tudor'],ePUB,15.99,15.99,1405939648,2020-01-23,Penguin Books Ltd,400
I Know Why The Caged Bird Sings,['Dr Maya Angelou'],ePUB,12.99,12.99,0748122346,2010-09-02,"Little, Brown Book Group",320
The Growing Pains of Adrian Mole,['Sue Townsend'],ePUB,15.99,15.99,0718196120,2012-01-19,Penguin Books Ltd,352
12 Rules for Life,['Jordan B. Peterson'],ePUB,15.99,15.99,0241351650,2018-01-16,Penguin Books Ltd,448
The Revenge of Seven,['Pittacus Lore'],ePUB,15.99,15.99,1405913630,2014-08-26,Penguin Books Ltd,400
Nancy Drew 21,['Carolyn Keene'],ePUB,14.66,11.99,1101077220,2000-01-01,Penguin Young Readers Group,192
Fast Lane,['Kristen Ashley'],ePUB,7.36,7.36,0463228456,2019-10-15,Kristen Ashley,
The Anatomist's Wife,['Anna Lee Huber'],ePUB,17.14,13.99,1101612320,2012-11-06,Penguin Publishing Group,368
Miracle on Regent Street,['Ali Harris'],ePUB,13.99,13.99,085720291X,2011-10-13,Simon & Schuster UK,496
Mageborn,['Michael G. Manning'],ePUB,9,9,1311117091,2015-05-14,Michael G. Manning,
Ghost Fleet,"['P. W. Singer', 'August Cole']",ePUB,9.99,9.99,0544145976,2015-06-30,HarperCollins,368
12th of Never,"['James Patterson', 'Maxine Paetro']",Hardcover,58.75,58.75,031621082X,2013-04-29,LITTLE BROWN & CO             ,432
Frenemies,['Emma Hart'],ePUB,1.28,1.28,0463765796,2020-01-28,Emma Hart,
The Darling Buds of May,['H. E. Bates'],ePUB,15.99,15.99,0141902809,2006-11-30,Penguin Books Ltd,144
Love Like Blood,['Mark Billingham'],Paperback,22.99,20.4,0751566926,2018-03-13,Little Brown,512
She,"['H. Rider Haggard', 'Margaret Atwood', 'Charles H.M. Kerr', 'Maurice Greiffenhagen']",ePUB,6.99,6.99,0307808025,2011-11-30,Random House Publishing Group,
Mary Barton,['Elizabeth Gaskell'],ePUB,10.99,10.99,0141974672,2012-08-30,Penguin Books Ltd,512
Jorge El Curioso Huellas De Dinosaurio/curious George Dinosaur Tracks,['H. A. Rey'],ePUB,2.99,2.99,0547728468,2011-04-18,HarperCollins,
Eat to Beat Disease,['William W. Li'],Hardcover,146.9,146.9,153871549X,2019-03-19,GRAND CENTRAL PUBL            ,688
The School of Life,"['Alain de Botton', 'The School of Life (PRH Rights)']",ePUB,16.99,16.99,0241985854,2019-09-05,Penguin Books Ltd,240
Winning Not Fighting,"['John Vincent', 'Sifu Julian Hitch']",ePUB,18.99,18.99,0241318386,2019-11-07,Penguin Books Ltd,256
The Happiness Trap,"['Russ Harris', 'Steven Hayes']",ePUB and PDF,18,13.5,0834821044,2008-06-03,Shambhala,240
Lovers and Strangers,['Clair Wills'],ePUB,15.99,15.99,0141974966,2017-08-31,Penguin Books Ltd,240
First Class Murder,['Robin Stevens'],ePUB,9.99,9.99,0141369833,2016-02-25,Penguin Random House Children's UK,336
Five Little Monkeys Trick-or-Treat,"['Eileen Christelow', 'Eileen Christelow']",ePUB,4.99,4.99,0547859090,2013-08-13,HarperCollins,
A Christmas Carol,['Charles Dickens'],ePUB,8.55,7.99,0553897055,2002-11-26,Random House Publishing Group,
The Blood of Olympus (Heroes of Olympus Book 5),['Rick Riordan'],ePUB,12.99,12.99,0141339233,2014-10-07,Penguin Random House Children's UK,608
Men At Arms,['Terry Pratchett'],ePUB,15.99,15.99,1407034901,2008-12-16,Transworld,432
The Broken Eye,['Brent Weeks'],ePUB,12.99,12.99,0748116990,2014-08-26,"Little, Brown Book Group",816
The Art of War,"['Sun-tzu', 'John Minford']",ePUB,10.99,10.99,014191968X,2008-05-29,Penguin Books Ltd,112
A New Earth,['Eckhart Tolle'],ePUB,4.99,4.99,0141908769,2009-01-01,Penguin Books Ltd,336
Rosewater,['Tade Thompson'],ePUB,13.99,13.99,0316449032,2017-12-05,Orbit,400
Mustache Baby Meets His Match,"['Bridget Heos', 'Joy Ang']",ePUB,11.99,11.99,0544539214,2015-03-03,HarperCollins,
Girl in Luv,"['Jay Crownover', 'Rebecca Yarros']",ePUB,4.99,4.99,1393711332,2019-10-20,?Jay Crownover,
Book not found for ISBN 9780061135675,,,,,,,,
$2.00 A Day,"['Kathryn J. Edin', 'H. Luke Shaefer']",ePUB,26.99,26.99,0544303245,2015-09-01,HarperCollins,288
100+ Knock Knock Jokes for Kids,['Johnny B. Laughing'],ePUB,1.57,1.57,1311339604,2015-10-06,Hey Sup Bye Publishing,
Ms. Marvel Vol. 1,"['G. Willow Wilson', 'Jacob Wyatt']",ePUB,13.19,10.99,1302402226,2019-03-13,Marvel Entertainment,
Unnatural Causes,['Dr Richard Shepherd'],ePUB,14.99,14.99,1405923555,2018-09-20,Penguin Books Ltd,400
Book not found for ISBN 9780230764897,,,,,,,,
Blood Trade,['Faith Hunter'],ePUB,11.72,10.99,1101607629,2013-04-02,Penguin Publishing Group,336
Liquidate Paris,['Sven Hassel'],ePUB,12.99,12.99,0297865803,2010-12-23,Orion,320
The Outback Governess,['Sarah Williams'],ePUB,5.99,5.99,0648046273,2017-11-14,Serenade Publishing,
Firewall,"['Henning Mankell', 'Ebba Segerberg']",ePUB,15.99,15.99,1407017683,2008-10-30,Random House,544
The Black Swan,['Nassim Nicholas Taleb'],ePUB,15.99,15.99,0141906200,2008-04-03,Penguin Books Ltd,480
Charlie and the Chocolate Factory,"['Roald Dahl', 'Quentin Blake']",ePUB,9.99,9.99,0141960612,2010-06-03,Penguin Random House Children's UK,208
The Screwtape Letters: Letters From A Senior To A Junior Devil,['C. S. Lewis'],Paperback,19.99,19.99,0007461240,2012-07-01,HarperCollins Publishers,224
The Path Of Daggers,['Robert Jordan'],ePUB,12.99,12.99,0748115412,2010-05-18,"Little, Brown Book Group",672
Sojourn,['R.A. Salvatore'],ePUB,16.12,12.99,0786954035,2009-06-23,Wizards of the Coast Publishing,352
Chernobyl Prayer,"['Svetlana Alexievich', 'Anna Gunin', 'Arch Tait']",ePUB,15.99,15.99,0241270545,2016-04-21,Penguin Books Ltd,240
I Am Malala,"['Malala Yousafzai', 'Christina Lamb']",ePUB,11.99,11.99,0297870939,2013-10-08,Orion,320
Goodnight Mister Tom,['Michelle Magorian'],ePUB,9.99,9.99,0141964529,2010-06-03,Penguin Random House Children's UK,448
Stig of the Dump,"['Clive King', 'Mr Edward Ardizzone']",ePUB,9.99,9.99,0141960604,2010-06-03,Penguin Random House Children's UK,256
Strange Tales from a Chinese Studio,"['Pu Songling', 'John Minford', 'John Minford']",ePUB,14.99,14.99,0141928522,2006-05-25,Penguin Books Ltd,608
Assassin's Fate,['Robin Hobb'],Hardcover,51.75,51.75,0007444257,2017-05-04,HarperCollins Publishers,864
The Diary of a Young Girl,['Anne Frank'],ePUB,14.99,14.99,0141971665,2011-06-12,Penguin Books Ltd,368
In Pursuit of the Unknown,['Ian Stewart'],ePUB,29.5,17.95,0465029744,2012-03-13,,352
Operation Mincemeat,['Ben Macintyre'],ePUB,18.39,15.99,1408808544,2010-01-18,Bloomsbury Publishing,432
Who Dares Wins,['Dominic Sandbrook'],ePUB,19.99,19.99,014197527X,2019-10-03,Penguin Books Ltd,480
Nothing but Trouble,['Roberta Kray'],ePUB,12.99,12.99,0748123016,2012-04-26,"Little, Brown Book Group",480
Remember Me,['Lesley Pearse'],ePUB,15.99,15.99,0141907851,2003-08-07,Penguin Books Ltd,600
Book not found for ISBN 9780141385273,,,,,,,,
The Prosperity Bible,['Napoleon Hill'],ePUB,23.99,19.99,1101097639,2007-11-08,Penguin Publishing Group,1280
Because of Mr. Terupt,['Rob Buyea'],ePUB,13.19,10.99,0375896155,2010-10-12,Random House Children's Books,
Rogue,['Karen Lynch'],ePUB,6.84,6.84,1310976325,2015-11-24,Karen Lynch,
Deep Sea and Foreign Going,['Rose George'],Paperback,24.99,24.5,1846272998,2014-08-01,Granta,320
An Invisible Murder,['Joyce Cato'],E-Book,0,0,1306021243,2012-01-01,Robert Hale & Company,225
Book not found for ISBN 9780061751752,,,,,,,,
The Scarpetta Factor,['Patricia Cornwell'],ePUB,11.99,11.99,0748113118,2009-10-20,"Little, Brown Book Group",512
Book not found for ISBN 9780307388124,,,,,,,,
Crap CVs,['Jenny Crompton'],ePUB,14.99,14.99,1405920459,2014-10-09,Penguin Books Ltd,240
Everything I Know About Love,['Dolly Alderton'],ePUB,16.99,16.99,024198209X,2018-02-01,Penguin Books Ltd,304
The Spirit Level,"['Kate Pickett', 'Richard Wilkinson']",ePUB,16.99,16.99,0141921153,2010-11-04,Penguin Books Ltd,400
Steal Like an Artist,['Austin Kleon'],Paperback,26.99,25.8,0761169253,2012-05-01,Workman,160
The Better Angels of Our Nature,['Steven Pinker'],ePUB,18.99,18.99,0141959746,2011-10-06,Penguin Books Ltd,1056
Call The Midwife,['Jennifer Worth'],ePUB,11.99,11.99,0297859668,2009-05-14,Orion,368
Fire Ice,"['Clive Cussler', 'Paul Kemprecos']",ePUB,14.99,14.99,1405909560,2012-06-07,Penguin Books Ltd,560
Introducing Romanticism,"['Duncan Heath', 'Judy Boreham']",E-Book,0,0,1281371815,2002-01-01,Icon Books Limited,174
The Hunter,['Tom Wood'],ePUB,11.99,11.99,0748122850,2011-05-12,"Little, Brown Book Group",400
Notes on a Scandal,['Zoë Heller'],ePUB,15.99,15.99,0141901918,2007-01-18,Penguin Books Ltd,256
Cider With Rosie,['Laurie Lee Mbe Mbe'],ePUB,14.99,14.99,1407073362,2011-08-19,Random House,240
Santaland Diaries,['David Sedaris'],ePUB,12.99,12.99,0748123075,2010-08-05,"Little, Brown Book Group",160
Your Blue-Eyed Boy,['Helen Dunmore'],ePUB,15.99,15.99,0141917326,2008-03-27,Penguin Books Ltd,256
Book not found for ISBN 9780230754799,,,,,,,,
Small Island,['Andrea Levy'],ePUB,12.99,12.99,0755359712,2009-04-30,Headline,422
Waiting for Wednesday,['Nicci French'],ePUB,15.99,15.99,0141964030,2013-06-20,Penguin Books Ltd,384
The 7 Principles of Fat Burning,['Eric Berg D.C.'],ePUB,13.5,13.5,0982601611,2010-03-15,,330
The Man in the High Castle,"['Philip K. Dick', 'Eric Brown']",ePUB,15.99,15.99,0241964261,2012-08-02,Penguin Books Ltd,272
Splinter the Silence,['Val McDermid'],ePUB,16.99,16.99,075156141X,2015-08-27,"Little, Brown Book Group",400
The Hero of Ages,['Brandon Sanderson'],ePUB,11.99,11.99,0575097760,2010-03-30,Orion,768
With the Old Breed,['Eugene B Sledge'],ePUB,18.99,18.99,1409003078,2010-07-07,Ebury Publishing,352
A Month in Siena,['Hisham Matar'],ePUB,16.99,16.99,0241987067,2019-10-17,Penguin Books Ltd,128
The Chase,['Elle Kennedy'],ePUB,6.99,6.99,0994054459,2018-08-06,?Elle Kennedy Inc.,
Dare to Kiss,['S.B. Alexander'],ePUB,0,0,0988776243,2014-10-16,S.B. Alexander,
AI Superpowers,['Kai-Fu Lee'],ePUB,11.99,11.99,1328545865,2018-09-25,HarperCollins,
Staring At The Sun,['Irvin D. Yalom'],ePUB,9.99,9.99,0748128220,2011-03-03,"Little, Brown Book Group",320
George Passant,['C.P. Snow'],ePUB,10.99,9.99,0755120108,2015-10-01,House of Stratus,338
Book not found for ISBN 9780297857136,,,,,,,,
The Bright Blue Sky,['Max Hennessy'],PDF,11.9,11.9,0755147537,2012-05-19,,286
Elon Musk,['Ashlee Vance'],ePUB,18.99,18.99,0753550660,2015-05-21,Ebury Publishing,400
Scandal Never Sleeps,"['Lexi Blake', 'Shayla Black']",ePUB,6.99,6.99,069816301X,2015-08-18,Penguin Publishing Group,
South by Java Head,['Alistair MacLean'],ePUB,15.99,15.99,000728943X,2008-09-04,HarperCollins Publishers,448
Cold Days,['Jim Butcher'],ePUB,12.99,12.99,0748130810,2012-11-29,"Little, Brown Book Group",416
Dark Winter,['Andy McNab'],ePUB,15.99,15.99,1407039083,2008-10-02,Transworld,496
Game on Boys! The Play Station Playoffs.,['Kate Cullen'],ePUB,0,0,1310410909,2016-04-12,Kate Cullen,
Mr Maybe,['Jane Green'],ePUB,15.99,15.99,0141956526,2003-11-27,Penguin Books Ltd,432
Roses are Red,['James Patterson'],ePUB,12.99,12.99,0755387252,2011-06-23,Headline,329
Book not found for ISBN 9780141350196,,,,,,,,
The Beggar Maid,['Dilly Court'],ePUB,15.99,15.99,1448135605,2014-06-19,Random House,480
Elizabeth is Missing,['Emma Healey'],ePUB,15.99,15.99,0241968194,2014-06-05,Penguin Books Ltd,288
Book not found for ISBN 9780230752771,,,,,,,,
Christmas at Battersea,['Battersea Dogs & Cats Home'],ePUB,14.99,14.99,140591971X,2014-11-20,Penguin Books Ltd,288
Book not found for ISBN 9780307276797,,,,,,,,
Human Compatible,['Stuart Russell'],ePUB,16.99,16.99,0241335248,2019-10-08,Penguin Books Ltd,352
The Worst Witch,['Jill Murphy'],ePUB,9.99,9.99,0141971576,2011-03-03,Penguin Random House Children's UK,112
A Spirited Girl on Cornish Shores,['Laura Briggs'],ePUB,0.99,0.99,0463368835,2019-07-26,Laura Briggs,
In the Buddha's Words,"['Bhikkhu Bodhi', 'His Holiness the Dalai Lama']",ePUB,9.99,9.99,0861719964,2005-08-10,Wisdom Publications,512
Journey Of Souls: Case Studies Of Life Between Lives,['Michael Newton'],ePUB,27.86,22.99,0738717509,2008-11-01,Llewellyn,288
The Art of Travel,['Alain de Botton'],ePUB,16.99,16.99,0141930268,2003-05-29,Penguin Books Ltd,272
Make It Stick,"['Peter C. Brown', 'Henry L. Roediger', 'Mark A. McDaniel']",Hardcover,59.95,39.75,0674729013,2014-04-14,Harvard University Press,336
Ashes to Ashes & Back,['Spooks'],ePUB,1.8,1.8,1370734336,2016-11-01,Spooks,
Siddhartha,"['Hermann Hesse', 'Paulo Coelho']",ePUB,15.99,15.99,0141918845,2008-08-07,Penguin Books Ltd,144
The Bone Bed,['Patricia Cornwell'],ePUB,11.99,11.99,0748128182,2012-10-16,"Little, Brown Book Group",512
The Other Slavery,['Andrés Reséndez'],ePUB,14.99,14.99,0544602676,2016-04-12,HarperCollins,448
The Blue Afternoon,['William Boyd'],ePUB,15.99,15.99,0141929774,2013-12-19,Penguin Books Ltd,336
The Dangerous Years,['Max Hennessy'],PDF,13.4,13.4,0755147553,2012-05-19,,346
Diary of an Almost Cool Girl,['B Campbell'],ePUB,0,0,1310537348,2015-10-19,Katrina Kahler,
A Time To Kill,['John Grisham'],ePUB,15.99,15.99,1407059513,2010-04-21,Random House,752
The Lights Go Out in Lychford,['Paul Cornell'],ePUB,14.29,11.99,1250249465,2024-03-26,Tor Publishing Group,
The Secret Rooms,['Catherine Bailey'],ePUB,15.99,15.99,024196038X,2012-11-01,Penguin Books Ltd,480
Etty Steele Vampire Hunter,['Grayson Grave'],ePUB,0,0,0463469143,2018-09-28,Grayson Grave,
Royals,['Emma Forrest'],ePUB,18.39,15.99,140889520X,2019-10-31,Bloomsbury Publishing,336
Bigger Leaner Stronger,['Michael Matthews'],ePUB,4.39,4.39,098242275X,2012-08-16,Oculus Publishers,0
Night Shift,['Stephen King'],ePUB,16.12,12.99,0385528841,2008-06-24,Knopf Doubleday Publishing Group,
The Mask of Dimitrios,"['Eric Ambler', 'Mark Mazower']",ePUB,15.99,15.99,0141924543,2009-05-28,Penguin Books Ltd,240
Escaped Killer,['RJ Parker'],ePUB,0,0,0463255410,2019-02-19,RJ Parker,
A Noble Radiance,['Donna Leon'],ePUB,15.99,15.99,1407097962,2010-09-30,Random House,288
Butterfly Brain,['Barry Cryer'],ePUB,13.99,13.99,0297859110,2009-12-17,Orion,256
An Inspector Calls and Other Plays,['J B Priestley'],ePUB,15.99,15.99,0141917113,2001-03-29,Penguin Books Ltd,304
Passing,['Nella Larsen'],ePUB,10.2,10.2,0486113469,2012-02-06,Dover Publications,112
The Know,['Martina Cole'],ePUB,11.99,11.99,0755350782,2004-07-05,Headline,300
Clean Code,['Robert C. Martin'],ePUB,75.9,75.9,0136083250,2008-08-01,Pearson Technology Group,0
Grave Peril : Dresden Files,['Jim Butcher'],ePUB,12.99,12.99,0748116087,2010-03-04,"Little, Brown Book Group",432
The Sparrow,['Mary Doria Russell'],ePUB,15.99,15.99,1407057022,2010-02-23,Transworld,512
Reflected in You,['Sylvia Day'],ePUB,4.99,4.99,1405910267,2012-10-02,Penguin Books Ltd,352
Becoming his Monster,['Amelia Hutchins'],ePUB,6.87,6.87,0997720115,2019-01-01,Amelia Hutchins,
Traction,"['Gabriel Weinberg', 'Justin Mares']",ePUB,18.99,18.99,024124255X,2015-10-06,Penguin Books Ltd,240
The 48 Laws of Power,"['Robert Greene', 'Joost Elffers']",ePUB,38.01,30.46,1101042451,2000-09-01,Penguin Publishing Group,
"Men Are From Mars, Women Are From Venus",['John Gray'],Paperback,24.99,23.75,0007152590,2012-06-01,HarperCollins Publishers,320
Gridlock,['Ben Elton'],ePUB,15.99,15.99,1407040928,2008-12-26,Transworld,448
Tuck Everlasting,['Natalie Babbitt'],ePUB,11.21,9.99,0374706441,2010-09-17,"Farrar, Straus and Giroux (BYR)",
What Is Real?,['Adam Becker'],ePUB,28.99,28.99,0465096069,2018-03-20,Basic Books,384
The Client,['John Grisham'],ePUB,15.99,15.99,1407059017,2010-04-21,Random House,640
Shiang,['C. F. Iggulden'],ePUB,15.99,15.99,0718186796,2018-09-06,Penguin Books Ltd,400
The Lost World,['Michael Crichton'],ePUB,15.99,15.99,1407097628,2008-09-04,Random House,448
Book not found for ISBN 9780230768116,,,,,,,,
The Peripheral,['William Gibson'],ePUB,15.99,15.99,0241961017,2014-11-20,Penguin Books Ltd,496
Deadlocked : A True Blood Novel,['Charlaine Harris'],ePUB,11.99,11.99,0575096608,2012-05-01,Orion,352
Hard Frost,['R D Wingfield'],ePUB,15.99,15.99,1407068032,2010-09-30,Transworld,448
